id,kind,review_status,topic_tags,audit_note,raw,source_files,count
R0081,unclear_reference,raw_reference_fragment_preserved_for_followup,representation;biology_mind,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation, biology_mind).","Vervaeke relevance realization (lecture series) - relevance under representational bounds Plus the philosophical correlates the program operationalizes: Heidegger, Gibson, Uexküll, enactivism (Maturana/Varela/Thompson/Di Paolo), cybernetics (Ashby), active inference (Friston), pragmatism (Dewey), Canguilhem, Jonas, Simondon.",papers/role_specific_identifiability/paper.md,1
R0082,reference_note,literature_cluster_note_reviewed_not_atomic_citation,inquiry,Non-atomic literature cluster note; preserved because a paper cited this cluster rather than one clean bibliographic item (inquiry).,"Per the program's framing literature stack (cited tight, 12-16 per paper). Calibrated active learning (closest external framing):",papers/scale_normalized_vprobe/paper.md,1
R0083,unclear_reference,raw_reference_fragment_preserved_for_followup,inquiry,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (inquiry).,Calibrated Uncertainty Sampling for Active Learning,papers/scale_normalized_vprobe/paper.md;papers/world_responds/paper.md,2
R0084,unclear_reference,raw_reference_fragment_preserved_for_followup,ood;inquiry,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (ood, inquiry).","When Active Learning Fails, Uncalibrated Out-of-Distribution Uncertainty Epistemic uncertainty calibration:",papers/scale_normalized_vprobe/paper.md,1
R0085,unclear_reference,raw_reference_fragment_preserved_for_followup,inquiry,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (inquiry).,Epistemic Neural Networks,papers/scale_normalized_vprobe/paper.md;papers/world_responds/paper.md,2
R0086,unclear_reference,raw_reference_fragment_preserved_for_followup,inquiry,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (inquiry).,Quantifying Epistemic Uncertainty in Deep Learning BALD / information gain / active inference epistemic value:,papers/scale_normalized_vprobe/paper.md,1
R0087,unclear_reference,raw_reference_fragment_preserved_for_followup,geometry;inquiry,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (geometry, inquiry).",Bayesian Active Learning by Disagreements: A Geometric Perspective,papers/scale_normalized_vprobe/paper.md,1
R0088,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;representation;inquiry,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, representation, inquiry).",Active Inference and Epistemic Value in Graphical Models Causal representation identifiability from interventions:,papers/scale_normalized_vprobe/paper.md,1
R0089,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;representation,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, representation).","Brehmer et al., Weakly Supervised Causal Representation Learning",papers/scale_normalized_vprobe/paper.md;papers/world_responds/paper.md,2
R0090,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,General Identifiability and Achievability for CRL,papers/scale_normalized_vprobe/paper.md,1
R0091,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;agency,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, agency).",On the Identifiability of Causal Abstractions Sense of agency / self-other attribution:,papers/scale_normalized_vprobe/paper.md,1
R0092,reference_note,literature_cluster_note_reviewed_not_atomic_citation,general,Non-atomic literature cluster note; preserved because a paper cited this cluster rather than one clean bibliographic item (general).,Comparator model literature,papers/scale_normalized_vprobe/paper.md,1
R0093,unclear_reference,raw_reference_fragment_preserved_for_followup,biology_mind,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (biology_mind).,Predictive Processing Model of Perception and Action for Self-Other Distinction Homeostatic active inference + enactive adaptivity:,papers/scale_normalized_vprobe/paper.md,1
R0094,unclear_reference,raw_reference_fragment_preserved_for_followup,biology_mind,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (biology_mind).,"Simulating homeostatic, allostatic and goal-directed forms of interoceptive control using Active Inference",papers/scale_normalized_vprobe/paper.md,1
R0095,unclear_reference,raw_reference_fragment_preserved_for_followup,agency;biology_mind,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency, biology_mind).","Di Paolo, Autopoiesis, adaptivity, teleology, agency",papers/scale_normalized_vprobe/paper.md;papers/world_responds/paper.md,2
R0096,unclear_reference,raw_reference_fragment_preserved_for_followup,agency,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency).,Empowerment: Universal Agent-Centric Measure of Control Foundations:,papers/scale_normalized_vprobe/paper.md,1
R0097,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,biology_mind,External citation item; used as literature grounding for biology_mind. Full local PDF was reviewed only if separately present in the PDF ledger.,"Bennett (2023). On the computation of meaning, language models, and incomprehensible horrors.",papers/scale_normalized_vprobe/paper.md,1
R0098,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,Levin (2022). Technological Approach to Mind Everywhere.,papers/scale_normalized_vprobe/paper.md,1
R0099,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,biology_mind,External citation item; used as literature grounding for biology_mind. Full local PDF was reviewed only if separately present in the PDF ledger.,Vervaeke (2019). Awakening from the Meaning Crisis.,papers/scale_normalized_vprobe/paper.md,1
R0100,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,representation,External citation item; used as literature grounding for representation. Full local PDF was reviewed only if separately present in the PDF ledger.,Locatello et al. (2019). Challenging common assumptions in the unsupervised learning of disentangled representations.,papers/scale_normalized_vprobe/paper.md,1
R0101,internal_repo,internal_companion_source_enumerated,causal,Internal companion item; used to connect the repository lineage (causal).,Paper 16b - papers/null_intervention/paper.md,papers/scale_normalized_vprobe/paper.md;papers/world_responds/paper.md,2
R0102,internal_repo,internal_companion_source_enumerated,representation;inquiry,"Internal companion item; used to connect the repository lineage (representation, inquiry).",Paper 17A - papers/costly_null_probes/paper.md,papers/scale_normalized_vprobe/paper.md;papers/world_responds/paper.md,2
R0103,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Cite tight, ~12-16 papers across:",papers/scale_normalized_vprobe/preregistration.md,1
R0104,unclear_reference,raw_reference_fragment_preserved_for_followup,ood;inquiry,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (ood, inquiry).","Calibrated active learning failures (closest external framing): Calibrated Uncertainty Sampling for Active Learning; When Active Learning Fails, Uncalibrated OOD Uncertainty.",papers/scale_normalized_vprobe/preregistration.md,1
R0105,unclear_reference,raw_reference_fragment_preserved_for_followup,inquiry,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (inquiry).,Epistemic uncertainty calibration: Epistemic Neural Networks; Quantifying Epistemic Uncertainty in Deep Learning.,papers/scale_normalized_vprobe/preregistration.md,1
R0106,unclear_reference,raw_reference_fragment_preserved_for_followup,inquiry,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (inquiry).,BALD / information gain / active inference: Bayesian Active Learning by Disagreements; Active Inference and Epistemic Value in Graphical Models.,papers/scale_normalized_vprobe/preregistration.md,1
R0107,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;representation,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, representation).",Causal representation identifiability: Brehmer et al. Weakly Supervised Causal Representation Learning; General Identifiability and Achievability for CRL; Identifiability of Causal Abstractions.,papers/scale_normalized_vprobe/preregistration.md,1
R0108,reference_note,literature_cluster_note_reviewed_not_atomic_citation,agency,Non-atomic literature cluster note; preserved because a paper cited this cluster rather than one clean bibliographic item (agency).,Sense of agency: Comparator model literature; Predictive Processing Model for Self-Other Distinction.,papers/scale_normalized_vprobe/preregistration.md,1
R0109,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;agency;representation;inquiry;biology_mind,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, agency, representation, inquiry, biology_mind).","Homeostatic active inference + Di Paolo + empowerment: Simulating homeostatic/allostatic active inference; Di Paolo on autopoiesis-adaptivity; Empowerment. Framing line (verbatim-usable): > We treat null actions as identifying interventions: costly epistemic actions whose value lies not in immediate reward but in reducing uncertainty about which future viability changes are self-caused versus world-caused. Prior work in active learning predicts uncertainty-driven acquisition works when uncertainty is calibrated, and fails when it is not. We show this failure mode inside a minimal self/world attribution problem and test a scale-normalized current-error correction. Claim discipline if 21A succeeds: > In a minimal two-variable homeostatic bandit, autonomous identifying interventions become vector-sensitive when probe uncertainty is calibrated in dimension-normalized units; without scale normalization, the agent's decision about when to identify is biased toward the larger-magnitude dimension. NOT: ""we solved uncertainty"" / ""consciousness"" / ""agency solved.""",papers/scale_normalized_vprobe/preregistration.md,1
R0110,internal_repo,internal_companion_source_enumerated,general,Internal companion item; used to connect the repository lineage (general).,Paper 19 - Current-Error Calibration - papers/current_error_calibration/paper.md,papers/vector_first_order_self/paper.md,1
R0111,external_linked,external_citation_reviewed_from_available_bibliographic_context,causal;agency;geometry;representation,"External citation item; used as literature grounding for causal, agency, geometry, representation. Full local PDF was reviewed only if separately present in the PDF ledger.","Aubin, J.-P. (1991). Viability Theory. Birkhauser. Brown, J. (2026). The Metric Stack of Concern: From Viability Prediction to Maintained Self/World Boundaries in Minimal Agents. Das, A., Ghugarkar, O., Bhat, V., & Aali, A. (2026). Compositional Neuro-Symbolic Reasoning. arXiv:2604.02434. Cooper, P., & Velasquez, A. (2026). Active Causal Experimentalist (ACE): Learning intervention strategies via direct preference optimization. arXiv: 2602.02451. Elsken, T., Metzen, J. H., & Hutter, F. (2019). Neural architecture search: A survey. Journal of Machine Learning Research, 20(55), 1-21. Lehman, J., & Stanley, K. O. (2011). Abandoning objectives: Evolution through the search for novelty alone. Evolutionary Computation, 19(2), 189-223. Kim, K. W. (2026). Latent State Design for World Models under Sufficiency Constraints. arXiv:2605.01694. Le Lidec, Q., Biza, O., Goudet, O., Balestriero, R., & Lajoie, G. (2026). Causal-JEPA: Learning World Models through Object-Level Latent Interventions. arXiv:2602.11389. Sharma, A., Nguyen, L., Gupta, A., Wang, C., Adebayo, C., & Kowalski, J. (2025). Inducing Causal World Models in LLMs for Zero-Shot Physical Reasoning. arXiv:2507.19855. Mouret, J.-B., & Clune, J. (2015). Illuminating search spaces by mapping elites. arXiv:1504.04909. Revencu, B., Pajot, M., & Dehaene, S. (2026). Representations of geometric shapes have syntactic structure. Journal of Experimental Psychology: General, 155(4), 1081-1102. https://doi.org/10.1037/xge0001890 Wu, Y.-F., Lee, M., & Ahn, S. (2024). Neural Language of Thought Models. arXiv:2402.01203. Yang, J., Zhang, D., Song, X., Dai, Q., Liu, X., Chen, Y., Vashishtha, A., Shi, J., Tan, C., & Peng, H. (2026). CausaLab: A scalable environment for interactive causal discovery toward AI scientists. arXiv:2605.26029. Zhang, S. et al. (2026). Structuring Open-Ended NAS: Semi-Automated Design Knowledge Structuring with LLMs for Efficient Neural Architecture Search. arXiv:2605.19247.",papers/viable_computational_bodies/paper.md,1
R0112,internal_repo,internal_companion_source_enumerated,agency,Internal companion item; used to connect the repository lineage (agency).,papers/architecture_laws_machine_agency/paper.md,papers/virtual_governor_stress_signal/paper.md,1
R0113,internal_repo,internal_companion_source_enumerated,causal;agency,"Internal companion item; used to connect the repository lineage (causal, agency).",papers/causally_grounded_agents_benchmark/paper.md,papers/virtual_governor_stress_signal/paper.md,1
R0114,external_linked,external_citation_reviewed_from_available_bibliographic_context,biology_mind,External citation item; used as literature grounding for biology_mind. Full local PDF was reviewed only if separately present in the PDF ledger.,"Bennett, M. T. How to Create Conscious Machines. arXiv:2403.00644 (2024).",papers/weakness_invariance_neurips/paper.md,1
R0115,external_linked,external_citation_reviewed_from_available_bibliographic_context,complexity,External citation item; used as literature grounding for complexity. Full local PDF was reviewed only if separately present in the PDF ledger.,"Bennett, M. T. Are Flat Minima an Illusion? arXiv:2605.05209 (2026).",papers/weakness_invariance_neurips/paper.md,1
R0116,external_linked,external_citation_reviewed_from_available_bibliographic_context,geometry;symmetry,"External citation item; used as literature grounding for geometry, symmetry. Full local PDF was reviewed only if separately present in the PDF ledger.","Bronstein, M. M., Bruna, J., Cohen, T., and Velickovic, P. Geometric Deep Learning: Grids, Groups, Graphs, Geodesics, and Gauges. arXiv:2104.13478 (2021).",papers/weakness_invariance_neurips/paper.md,1
R0117,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,symmetry,External citation item; used as literature grounding for symmetry. Full local PDF was reviewed only if separately present in the PDF ledger.,"Cohen, T. and Welling, M. Group Equivariant Convolutional Networks. ICML (2016).",papers/weakness_invariance_neurips/paper.md,1
R0118,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,ood,External citation item; used as literature grounding for ood. Full local PDF was reviewed only if separately present in the PDF ledger.,"D'Amour, A. et al. Underspecification Presents Challenges for Credibility in Modern Machine Learning. JMLR 23(226):1-61 (2022).",papers/weakness_invariance_neurips/paper.md,1
R0119,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,complexity,External citation item; used as literature grounding for complexity. Full local PDF was reviewed only if separately present in the PDF ledger.,"Dinh, L., Pascanu, R., Bengio, S., and Bengio, Y. Sharp Minima Can Generalize for Deep Nets. ICML (2017).",papers/weakness_invariance_neurips/paper.md,1
R0120,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,ood,External citation item; used as literature grounding for ood. Full local PDF was reviewed only if separately present in the PDF ledger.,"Geirhos, R., Jacobsen, J.-H., Michaelis, C., Zemel, R., Brendel, W., Bethge, M., and Wichmann, F. A. Shortcut Learning in Deep Neural Networks. Nature Machine Intelligence 2:665-673 (2020).",papers/weakness_invariance_neurips/paper.md,1
R0121,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,complexity,External citation item; used as literature grounding for complexity. Full local PDF was reviewed only if separately present in the PDF ledger.,"Hochreiter, S. and Schmidhuber, J. Flat Minima. Neural Computation 9(1):1-42 (1997).",papers/weakness_invariance_neurips/paper.md,1
R0122,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Hutter, M. Universal Artificial Intelligence: Sequential Decisions Based on Algorithmic Probability. Springer (2005).",papers/weakness_invariance_neurips/paper.md,1
R0123,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,complexity,External citation item; used as literature grounding for complexity. Full local PDF was reviewed only if separately present in the PDF ledger.,"Keskar, N. S., Mudigere, D., Nocedal, J., Smelyanskiy, M., and Tang, P. T. P. On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima. ICLR (2017).",papers/weakness_invariance_neurips/paper.md,1
R0124,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,symmetry,External citation item; used as literature grounding for symmetry. Full local PDF was reviewed only if separately present in the PDF ledger.,"Kondor, R. and Trivedi, S. On the Generalization of Equivariance and Convolution in Neural Networks to the Action of Compact Groups. ICML (2018).",papers/weakness_invariance_neurips/paper.md,1
R0125,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,complexity,External citation item; used as literature grounding for complexity. Full local PDF was reviewed only if separately present in the PDF ledger.,"Liu, Z., Michaud, E. J., and Tegmark, M. Omnigrok: Grokking Beyond Algorithmic Data. ICLR (2023).",papers/weakness_invariance_neurips/paper.md,1
R0126,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,representation,External citation item; used as literature grounding for representation. Full local PDF was reviewed only if separately present in the PDF ledger.,"Mu, J. and Viswanath, P. All-but-the-Top: Simple and Effective Postprocessing for Word Representations. ICLR (2018).",papers/weakness_invariance_neurips/paper.md,1
R0127,external_linked,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Perin, A. and Deny, S. On the Ability of Deep Networks to Learn Symmetries from Data: A Neural Kernel Theory. arXiv:2412.11521 (2024).",papers/weakness_invariance_neurips/paper.md,1
R0128,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,complexity,External citation item; used as literature grounding for complexity. Full local PDF was reviewed only if separately present in the PDF ledger.,"Power, A., Burda, Y., Edwards, H., Babuschkin, I., and Misra, V. Grokking: Generalization Beyond Overfitting on Small Algorithmic Datasets. ICLR Workshop (2022).",papers/weakness_invariance_neurips/paper.md,1
R0129,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,complexity,External citation item; used as literature grounding for complexity. Full local PDF was reviewed only if separately present in the PDF ledger.,"Solomonoff, R. J. A Formal Theory of Inductive Inference, Parts I and II. Information and Control 7(1):1-22, 7(2):224-254 (1964).",papers/weakness_invariance_neurips/paper.md,1
R0130,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Valle-Perez, G., Camargo, C. Q., and Louis, A. A. Deep Learning Generalizes Because the Parameter-Function Map is Biased Towards Simple Functions. ICLR (2019).",papers/weakness_invariance_neurips/paper.md,1
R0131,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,symmetry,External citation item; used as literature grounding for symmetry. Full local PDF was reviewed only if separately present in the PDF ledger.,"van der Ouderaa, T. F. A., Immer, A., and van der Wilk, M. Learning Layer-wise Equivariances Automatically using Gradients. NeurIPS (2023).",papers/weakness_invariance_neurips/paper.md,1
R0132,external_linked,external_citation_reviewed_from_available_bibliographic_context,symmetry,External citation item; used as literature grounding for symmetry. Full local PDF was reviewed only if separately present in the PDF ledger.,"Arjovsky, M., Bottou, L., Gulrajani, I., and Lopez-Paz, D. Invariant Risk Minimization. arXiv:1907.02893 (2019).",papers/weakness_invariance_neurips/paper.md,1
R0133,external_linked,external_citation_reviewed_from_available_bibliographic_context,ood,External citation item; used as literature grounding for ood. Full local PDF was reviewed only if separately present in the PDF ledger.,"Zhou, K., Liu, Z., Qiao, Y., Xiang, T., and Loy, C. C. Domain Generalization: A Survey. arXiv:2103.02503 (2021).",papers/weakness_invariance_neurips/paper.md,1
R0134,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Rissanen, J. Modeling by Shortest Data Description. Automatica 14(5):465-471 (1978).",papers/weakness_invariance_neurips/paper.md,1
R0135,external_bibliographic,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Grunwald, P. D. The Minimum Description Length Principle. MIT Press (2007).",papers/weakness_invariance_neurips/paper.md,1
R0136,external_linked,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Mingard, C., Skalse, J., Valle-Perez, G., Martinez-Rubio, D., Mikulik, V., and Louis, A. A. Neural Networks are a Priori Biased Towards Boolean Functions with Low Entropy. arXiv:1909.11522 (2019).",papers/weakness_invariance_neurips/paper.md,1
R0137,reference_note,literature_cluster_note_reviewed_not_atomic_citation,causal;agency;representation,"Non-atomic literature cluster note; preserved because a paper cited this cluster rather than one clean bibliographic item (causal, agency, representation).",Same six-cluster citation stack as P21A: Action-conditioned predictive models (new for P22): Ha & Schmidhuber world models; Dreamer family - explicit treatment of action-conditioned hidden state evolution. Causal mediator identification (new for P22): Pearl mediation analysis; relevance to direct vs mediated vs exogenous decomposition. Sense of agency under delayed/mediated consequences (new for P22): cognitive neuroscience on agency attribution when sensory feedback is delayed or mediated. Plus the established stack:,papers/world_responds/paper.md,1
R0138,unclear_reference,raw_reference_fragment_preserved_for_followup,biology_mind,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (biology_mind).,"Bennett, On the computation of meaning",papers/world_responds/paper.md,1
R0139,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Levin, Technological Approach to Mind Everywhere",papers/world_responds/paper.md,1
R0140,unclear_reference,raw_reference_fragment_preserved_for_followup,biology_mind,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (biology_mind).,"Vervaeke, Awakening from the Meaning Crisis",papers/world_responds/paper.md,1
R0141,unclear_reference,raw_reference_fragment_preserved_for_followup,inquiry,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (inquiry).,Active Inference and Epistemic Value in Graphical Models,papers/world_responds/paper.md,1
R0142,unclear_reference,raw_reference_fragment_preserved_for_followup,agency,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency).,Empowerment (Universal Agent-Centric Measure of Control),papers/world_responds/paper.md,1
R0143,internal_repo,internal_companion_source_enumerated,inquiry,Internal companion item; used to connect the repository lineage (inquiry).,Paper 14b - papers/ensemble_uncertainty/paper.md,papers/world_responds/paper.md,1
R0144,internal_repo,internal_companion_source_enumerated,general,Internal companion item; used to connect the repository lineage (general).,Paper 15 - papers/valence_tapestry/paper.md,papers/world_responds/paper.md,1
R0145,unclear_reference,raw_reference_fragment_preserved_for_followup,representation,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation).,"Yao, Shunyu and Zhao, Jeffrey and Yu, Dian and Du, Nan and Shafran, Izhak and Narasimhan, Karthik and Cao, Yuan (). ReAct: Synergizing Reasoning and Acting in Language Models. International Conference on Learning Representations",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0146,unclear_reference,raw_reference_fragment_preserved_for_followup,agency,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency).,"Shinn, Noah and Cassano, Federico and Berman, Edward and Gopinath, Ashwin and Narasimhan, Karthik and Yao, Shunyu (). Reflexion: Language Agents with Verbal Reinforcement Learning. Advances in Neural Information Processing Systems",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0147,unclear_reference,raw_reference_fragment_preserved_for_followup,agency,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency).,"Wang, Guanzhi and Xie, Yuqi and Jiang, Yunfan and Mandlekar, Ajay and Xiao, Chaowei and Zhu, Yuke and Fan, Linxi and Anandkumar, Anima (). Voyager: An Open-Ended Embodied Agent with Large Language Models. Transactions on Machine Learning Research",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0148,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Ahn, Michael and Brohan, Anthony and Brown, Noah and Chebotar, Yevgen and Cortes, Omar and David, Byron and Finn, Chelsea and others (). Do As I Can, Not As I Say: Grounding Language in Robotic Affordances. Conference on Robot Learning",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0149,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Yao, Shunyu and Yu, Dian and Zhao, Jeffrey and Shafran, Izhak and Griffiths, Thomas L. and Cao, Yuan and Narasimhan, Karthik (). Tree of Thoughts: Deliberate Problem Solving with Large Language Models. Advances in Neural Information Processing Systems",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0150,unclear_reference,raw_reference_fragment_preserved_for_followup,agency,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency).,"Schick, Timo and Dwivedi-Yu, Jane and Dessi, Roberto and Raileanu, Roberta and Lomeli, Maria and Hambro, Eric and Zettlemoyer, Luke and Cancedda, Nicola and Scialom, Thomas (). Toolformer: Language Models Can Teach Themselves to Use Tools. Advances in Neural Information Processing Systems",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib,1
R0151,external_linked,external_citation_reviewed_from_available_bibliographic_context,agency,External citation item; used as literature grounding for agency. Full local PDF was reviewed only if separately present in the PDF ledger.,"Liu, Xiao and Yu, Hao and Zhang, Hanchen and Xu, Yifan and Lei, Xuanyu and Lai, Hanyu and Gu, Yu and Ding, Hangliang and Men, Kaiwen and Yang, Kejuan and others (). AgentBench: Evaluating LLMs as Agents. arXiv preprint arXiv:2308.03688",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0152,unclear_reference,raw_reference_fragment_preserved_for_followup,agency;representation,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency, representation).","Zhou, Shuyan and Xu, Frank F. and Zhu, Hao and Zhou, Xuhui and Lo, Robert and Sridhar, Abishek and Cheng, Xianyi and Bisk, Yonatan and Fried, Daniel and Alon, Uri and others (). WebArena: A Realistic Web Environment for Building Autonomous Agents. International Conference on Learning Representations",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0153,external_linked,external_citation_reviewed_from_available_bibliographic_context,agency,External citation item; used as literature grounding for agency. Full local PDF was reviewed only if separately present in the PDF ledger.,"Xie, Tianbao and Zhang, Danyang and Chen, Jixuan and Li, Xiaochuan and Zhao, Siheng and Cao, Ruisheng and Hua, Toh and Cheng, Zhoujun and Shin, Dongchan and Lei, Fangyu and others (). OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments. arXiv preprint arXiv:2404.07972",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0154,unclear_reference,raw_reference_fragment_preserved_for_followup,agency;representation,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency, representation).","Mialon, Gregoire and Fourrier, Clementine and Swift, Craig and Wolf, Thomas and LeCun, Yann and Scialom, Thomas (). GAIA: A Benchmark for General AI Assistants. International Conference on Learning Representations",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib,1
R0155,unclear_reference,raw_reference_fragment_preserved_for_followup,representation,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation).,"Jimenez, Carlos E. and Yang, John and Wettig, Alexander and Yao, Shunyu and Pei, Kexin and Press, Ofir and Narasimhan, Karthik (). SWE-bench: Can Language Models Resolve Real-World GitHub Issues?. International Conference on Learning Representations",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
