candidate_id,status,evidence_level,source_kind,title,authors,year,venue,doi,url,arxiv_id,topics,abstract_available,abstract_summary,relevance_to_corpus,limitations,audit_ids,source_files,raw_reference
S11fcbeb65b,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,"Causal abstraction identifiability under partial intervention (Beckers, Halpern)",,,,,,,causal_representation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0080,.;/;_;a;b;c;d;e;f;i;l;m;n;o;p;r;s;t;y,"Causal abstraction identifiability under partial intervention (Beckers, Halpern)"
S37bdf42c07,resolved_with_abstract,abstract_read,openalex,"Comments on the paper Causal inference by using invariant prediction: identification and confidence intervals by Peters, Buhlmann and Meinshausen","Hansen, Niels Richard",2016,Bond University Research Portal (Bond University),https://doi.org/10.1111/rssb.12167,https://openalex.org/W2790376986,,causal_representation;geometry_symmetry;ood_generalization,True,"Here, we propose to exploit this invariance of a prediction under a causal model for causal inference: given different experimental settings (e.g. various interventions) we collect all models that do show invariance in their predictive accuracy across settings and interventions.","Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds the geometric side of the corpus: invariances, equivariances, group actions, manifolds, and latent structure. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0166,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u,"Peters, Jonas and Buehlmann, Peter and Meinshausen, Nicolai (). Causal Inference by Using Invariant Prediction: Identification and Confidence Intervals. Journal of the Royal Statistical Society: Series B"
See28aa4e37,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Causal mediation analysis (Pearl): explicit identification of mediated vs direct effects through interventional comparisons,,,,,,,causal_representation,False,Resolved as a foundational topic rather than a single metadata record: causal mediation and intervention calculus. Use as conceptual background and repair the exact bibliographic target before final publication.,"Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0054,.;/;_;a;c;d;e;g;i;l;m;n;o;p;r;s;t;v,Causal mediation analysis (Pearl): explicit identification of mediated vs direct effects through interventional comparisons.
Safa5babf6b,resolved_with_abstract,abstract_read,arxiv,CausaLab: A Scalable Environment for Interactive Causal Discovery Toward AI Scientists,Junlin Yang; Dylan Zhang; Xiangchen Song; Qirun Dai; Xiao Liu; Yuen Chen; Aniket Vashishtha; Jing Shi; Chenhao Tan; Hao Peng,2026,arXiv,,http://arxiv.org/abs/2605.26029v2,2605.26029,causal_representation;agency_viability,True,"We introduce CausaLab, a scalable environment for evaluating interactive causal discovery by LLM agents. Experiments show a persistent gap between prediction and mechanism recovery: in the purely observational 6-node setting, GPT-5.2-high reaches 92% task accuracy but only 0.471 all-edge $F_1$.","Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling.",Abstract metadata was available; full text was not automatically read in this pass.,R0015;R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v;x;y,"Yang, J., Zhang, D., Song, X., Dai, Q., Liu, X., Chen, Y., Vashishtha, A., Shi, J., Tan, C., & Peng, H. (2026). CausaLab: A scalable environment for interactive causal discovery toward AI scientists. arXiv:2605.26029."
Sae917afcde,resolved_with_abstract,abstract_read,arxiv,Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations,Francesco Locatello; Stefan Bauer; Mario Lucic; Gunnar Rätsch; Sylvain Gelly; Bernhard Schölkopf; Olivier Bachem,2018,arXiv,,http://arxiv.org/abs/1811.12359v4,1811.12359,world_models,True,We first theoretically show that the unsupervised learning of disentangled representations is fundamentally impossible without inductive biases on both the models and the data.,"Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0017;R0025;R0059;R0100;R0169,.;/;0;2;6;;;_;a;b;c;d;e;f;g;h;i;k;l;m;n;o;p;r;s;t;u;v;y;z,"Locatello, F., Bauer, S., Lucic, M., Rätsch, G., Gelly, S., Schölkopf, B., & Bachem, O. (2019). Challenging common assumptions in the unsupervised learning of disentangled representations. ICML."
S3d456e9495,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,"Change-point detection: CUSUM, Page-Hinkley test for distribution shift detection",,,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: sequential change detection. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0061,.;/;_;a;b;d;e;g;l;m;n;o;p;r;s;t;u;v,"Change-point detection: CUSUM, Page-Hinkley test for distribution shift detection"
S318e77ddbb,resolved_with_abstract,abstract_read,openalex,Chapman and Hall,Anne Lohrli,1985,Notes and Queries,https://doi.org/10.1093/notesj/32.3.377-a,https://openalex.org/W2767905780,,general_foundation,True,"Journal Article Chapman and Hall Get access Anne Lohrli Anne Lohrli Claremont, California Search for other works by this author on: Oxford Academic Google Scholar Notes and Queries, Volume 32, Issue 3, September 1985, Pages 377-378, https://doi.org/10.1093/notesj/32.3.377-a Published: 01 September 1985",Provides background literature context; its exact role needs manual section-level placement.,Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,Chapman & Hall.
S0d977d903e,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,"Cite tight, ~12-16 papers across:",,,,,,,general_foundation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0103,.;/;_;a;b;c;d;e;g;i;l;m;n;o;p;r;s;t;v;z,"Cite tight, ~12-16 papers across:"
Sba63af9a56,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,"Claim discipline if 21A succeeds: > In a minimal two-variable homeostatic bandit, autonomous identifying interventions become vector-sensitive when probe uncertainty is calibrated in dimension-normalized units; without scale normalization, the agent's decision about when to identify is biased toward the larger-magnitude dimension",,,,,,,causal_representation;agency_viability;uncertainty_inquiry;meaning_mind,False,Resolved as a foundational topic rather than a single metadata record: active inference and precision/value-of-information framing. Use as conceptual background and repair the exact bibliographic target before final publication.,"Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling. Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0109,.;/;_;a;b;c;d;e;g;i;l;m;n;o;p;r;s;t;v;z,"Homeostatic active inference + Di Paolo + empowerment: Simulating homeostatic/allostatic active inference; Di Paolo on autopoiesis-adaptivity; Empowerment. Framing line (verbatim-usable): > We treat null actions as identifying interventions: costly epistemic actions whose value lies not in immediate reward but in reducing uncertainty about which future viability changes are self-caused versus world-caused. Prior work in active learning predicts uncertainty-driven acquisition works when uncertainty is calibrated, and fails when it is not. We show this failure mode inside a minimal self/world attribution problem and test a scale-normalized current-error correction. Claim discipline if 21A succeeds: > In a minimal two-variable homeostatic bandit, autonomous identifying interventions become vector-sensitive when probe uncertainty is calibrated in dimension-normalized units; without scale normalization, the agent's decision about when to identify is biased toward the larger-magnitude dimension. NOT: ""we solved uncertainty"" / ""consciousness"" / ""agency solved."""
S21ade9d5e9,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Comparator model literature,,,,,,,general_foundation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0092,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;v;z,Comparator model literature
S1fc3ee2a38,resolved_with_abstract,abstract_read,arxiv,Compositional Neuro-Symbolic Reasoning,Anugyan Das; Omkar Ghugarkar; Vishvesh Bhat; Asad Aali,2026,arXiv,,http://arxiv.org/abs/2604.02434v1,2604.02434,causal_representation;ood_generalization;world_models,True,"We therefore propose a neuro-symbolic architecture that extracts object-level structure from grids, uses neural priors to propose candidate transformations from a fixed domain-specific language (DSL) of atomic patterns, and filters hypotheses using cross-example consistency. These results demonstrate that separating perception, neural-guided transformation proposal, and symbolic consistency filtering improves generalization without task-specific finetuning or reinforcement learning, while reducing reliance on...","Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0015;R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v;x;y,"Das, A., Ghugarkar, O., Bhat, V., & Aali, A. (2026). Compositional neuro-symbolic reasoning. arXiv:2604.02434. Le Lidec, Q., Biza, O., Goudet, O., Balestriero, R., & Lajoie, G. (2026). Causal-JEPA: Learning World Models through Object-Level Latent Interventions. arXiv:2602.11389."
S5de452f36c,resolved_with_abstract,abstract_read,arxiv,Concrete Problems in AI Safety,Dario Amodei; Chris Olah; Jacob Steinhardt; Paul Christiano; John Schulman; Dan Mané,2016,arXiv,,http://arxiv.org/abs/1606.06565v2,1606.06565,uncertainty_inquiry;meaning_mind,True,"Rapid progress in machine learning and artificial intelligence (AI) has brought increasing attention to the potential impacts of AI technologies on society. In this paper we discuss one such potential impact: the problem of accidents in machine learning systems, defined as unintended and harmful behavior that may emerge from poor design of real-world AI systems.","Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds.",Abstract metadata was available; full text was not automatically read in this pass.,R0158,.;/;0;2;6;;;_;a;b;c;d;e;f;g;h;i;k;l;m;n;o;p;r;s;t;u;x;y,"Amodei, Dario and Olah, Chris and Steinhardt, Jacob and Christiano, Paul and Schulman, John and Mane, Dan (). Concrete Problems in AI Safety. arXiv preprint arXiv:1606.06565"
S07014f639c,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Continual active learning under distribution shift: literature on active learning when the labeled distribution shifts mid-stream,,,,,,,uncertainty_inquiry,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0062,.;/;_;a;b;d;e;g;l;m;n;o;p;r;s;t;u;v,Continual active learning under distribution shift: literature on active learning when the labeled distribution shifts mid-stream
S7dfe3f7e2e,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Contrastive predictive coding (Oord et al,,,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: contrastive representation learning. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0051,.;/;_;a;c;d;e;i;l;m;n;o;p;r;s;t;v,Contrastive predictive coding (Oord et al.)
Sbcfaac89e7,resolved_with_abstract,abstract_read,openalex,Curiosity-Driven Exploration by Self-Supervised Prediction,Deepak Pathak; Pulkit Agrawal; Alexei A. Efros; Trevor Darrell,2017,,https://doi.org/10.1109/cvprw.2017.70,https://openalex.org/W2614839826,,agency_viability;uncertainty_inquiry;ood_generalization,True,The proposed approach is evaluated in two environments: VizDoom and Super Mario Bros.,"Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling. Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Pathak, D., Agrawal, P., Efros, A. A., & Darrell, T. (2017). Curiosity-driven exploration by self-supervised prediction. International Conference on Machine Learning."
S2293971fda,resolved_with_abstract,abstract_read,openalex,Decomposed Prompting: A Modular Approach for Solving Complex Tasks,Tushar Khot; Harsh Trivedi; Matthew Finlayson; Yao Fu; Kyle Richardson; Peter Clark; Ashish Sabharwal,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2210.02406,https://openalex.org/W4303441863,,uncertainty_inquiry;ood_generalization;world_models,True,"To address this, we propose Decomposed Prompting, a new approach to solve complex tasks by decomposing them (via prompting) into simpler sub-tasks that can be delegated to a library of prompting-based LLMs dedicated to these sub-tasks. We show that the flexibility and modularity of Decomposed Prompting allows it to outperform prior work on few-shot prompting using GPT3.","Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0174,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u,"Khot, Tushar and Trivedi, Harsh and Finlayson, Matthew and Fu, Yao and Richardson, Kyle and Clark, Peter and Sabharwal, Ashish (). Decomposed Prompting: A Modular Approach for Solving Complex Tasks. International Conference on Learning Representations"
S99ee5200f8,resolved_with_abstract,abstract_read,openalex,Deep Bayesian Active Learning with Image Data,Yarin Gal; Riashat Islam; Zoubin Ghahramani,2017,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1703.02910,https://openalex.org/W2951786554,,uncertainty_inquiry,True,"Taking advantage of specialised models such as Bayesian convolutional neural networks, we demonstrate our active learning techniques with image data, obtaining a significant improvement on existing active learning approaches. We demonstrate this on both the MNIST dataset, as well as for skin cancer diagnosis from lesion images (ISIC2016 task).","Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Gal, Y., Islam, R., & Ghahramani, Z. (2017). Deep Bayesian active learning with image data. International Conference on Machine Learning."
Scef4c32832,resolved_with_abstract,abstract_read,openalex,Deep learning generalizes because the parameter-function map is biased towards simple functions,Guillermo Valle-Pérez; Chico Q. Camargo; Ard A. Louis,2018,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1805.08522,https://openalex.org/W2803921058,,uncertainty_inquiry;ood_generalization;description_length,True,"By applying a very general probability-complexity bound recently derived from algorithmic information theory (AIT), we argue that the parameter-function map of many DNNs should be exponentially biased towards simple functions.","Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds simplicity, compression, and inductive-bias interpretations of generalization.",Abstract metadata was available; full text was not automatically read in this pass.,R0130,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Valle-Perez, G., Camargo, C. Q., and Louis, A. A. Deep Learning Generalizes Because the Parameter-Function Map is Biased Towards Simple Functions. ICLR (2019)."
Sdb7950b1a5,resolved_with_abstract,abstract_read,openalex,Design for a Brain,W. Ross Ashby,1952,Medical Entomology and Zoology,,https://openalex.org/W2126451342,,meaning_mind,True,"New findings concerning brain and behavior have forced upon us unpleasant necessity of reexamining our models. The most striking is that manifested by living organism, where we find that from a random collection of atoms there is a synthesis of cells which in turn arrange themselves in most intricate orderly system of an organism.","Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds.",Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Ashby, W. R. (1952). Design for a Brain."
S5ea24621c3,resolved_with_abstract,abstract_read,openalex,Designing and Interpreting Probes with Control Tasks,John Hewitt; Percy Liang,2019,,https://doi.org/10.18653/v1/d19-1275,https://openalex.org/W2970862333,,agency_viability,True,"John Hewitt, Percy Liang. Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP).","Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling.",Abstract metadata was available; full text was not automatically read in this pass.,R0171,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u,"Hewitt, John and Liang, Percy (). Designing and Interpreting Probes with Control Tasks. EMNLP-IJCNLP"
Sd5406cc6be,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Di Paolo (autopoiesis/adaptivity),,,,,,,agency_viability,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0071,.;/;_;a;b;d;e;g;l;m;n;o;p;r;s;t;u;v,Di Paolo (autopoiesis/adaptivity)
Sc8cb8fcf2e,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,"Di Paolo, Autopoiesis, adaptivity, teleology, agency",,,,,,,agency_viability,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0095,.;/;;;_;a;b;c;d;e;i;l;m;n;o;p;r;s;v;w;z,"Di Paolo, Autopoiesis, adaptivity, teleology, agency"
Sa0bfaadaff,resolved_with_abstract,abstract_read,openalex,Distributionally Robust Neural Networks for Group Shifts: On the Importance of Regularization for Worst-Case Generalization,Shiori Sagawa; Pang Wei Koh; Tatsunori Hashimoto; Percy Liang,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1911.08731,https://openalex.org/W2991497298,,geometry_symmetry;ood_generalization;world_models,True,"However, we find that naively applying group DRO to overparameterized neural networks fails: these models can perfectly fit the training data, and any model with vanishing average training loss also already has vanishing worst-case training loss. Finally, we introduce a stochastic optimization algorithm, with convergence guarantees, to efficiently train group DRO models.","Grounds the geometric side of the corpus: invariances, equivariances, group actions, manifolds, and latent structure. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0164,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u,"Sagawa, Shiori and Koh, Pang Wei and Hashimoto, Tatsunori B. and Liang, Percy (). Distributionally Robust Neural Networks for Group Shifts: On the Importance of Regularization for Worst-Case Generalization. International Conference on Learning Representations"
S15490497f4,resolved_with_abstract,abstract_read,openalex,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",Michael J. Ahn,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2204.01691,https://openalex.org/W4224912544,,agency_viability,True,"We propose to provide real-world grounding by means of pretrained skills, which are used to constrain the model to propose natural language actions that are both feasible and contextually appropriate. We show how low-level skills can be combined with large language models so that the language model provides high-level knowledge about the procedures for performing complex and temporally-extended instructions, while value functions associated with these skills provide the grounding necessary to connect this...","Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling.",Abstract metadata was available; full text was not automatically read in this pass.,R0148,.;/;0;2;6;;;_;a;b;c;d;e;f;g;h;i;k;l;m;n;o;p;r;s;t;u;x;y,"Ahn, Michael and Brohan, Anthony and Brown, Noah and Chebotar, Yevgen and Cortes, Omar and David, Byron and Finn, Chelsea and others (). Do As I Can, Not As I Say: Grounding Language in Robotic Affordances. Conference on Robot Learning"
S10865b83c2,resolved_with_abstract,abstract_read,arxiv,Domain Generalization: A Survey,Kaiyang Zhou; Ziwei Liu; Yu Qiao; Tao Xiang; Chen Change Loy,2021,arXiv,,http://arxiv.org/abs/2103.02503v7,2103.02503,ood_generalization;meaning_mind,True,"Generalization to out-of-distribution (OOD) data is a capability natural to humans yet challenging for machines to reproduce. This is because most learning algorithms strongly rely on the i.i.d.~assumption on source/target data, which is often violated in practice due to domain shift.","Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds.",Abstract metadata was available; full text was not automatically read in this pass.,R0133,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Zhou, K., Liu, Z., Qiao, Y., Xiang, T., and Loy, C. C. Domain Generalization: A Survey. arXiv:2103.02503 (2021)."
Seae4b73e32,resolved_with_abstract,abstract_read,openalex,Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning,Yarin Gal; Zoubin Ghahramani,2015,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1506.02142,https://openalex.org/W582134693,,uncertainty_inquiry;meaning_mind,True,"We show a considerable improvement in predictive log-likelihood and RMSE compared to existing state-of-the-art methods, and finish by using dropout's uncertainty in deep reinforcement learning.","Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds.",Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Gal, Y., & Ghahramani, Z. (2016). Dropout as a Bayesian approximation: representing model uncertainty in deep learning. International Conference on Machine Learning."
S0565cc7303,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Empowerment (Klyubin et al,,,,,,,agency_viability,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0070,.;/;_;a;b;d;e;g;l;m;n;o;p;r;s;t;u;v,Empowerment (Klyubin et al.)
S5b8e4067a7,resolved_with_abstract,abstract_read,openalex,Empowerment: A Universal Agent-Centric Measure of Control,Alexander S. Klyubin; Daniel Polani; Chrystopher L. Nehaniv,2005,,https://doi.org/10.1109/cec.2005.1554676,https://openalex.org/W1591713425,,agency_viability;uncertainty_inquiry,True,"Inspired by examples from the animal kingdom, social sciences and games we propose empowerment, a rather universal function, defined as the information-theoretic capacity of an agent's actuation channel. Using two simple experiments we also demonstrate how empowerment influences sensor-actuator evolution","Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling. Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Abstract metadata was available; full text was not automatically read in this pass.,R0142,.;/;_;a;d;e;l;m;n;o;p;r;s;w,Empowerment (Universal Agent-Centric Measure of Control)
S34020064a3,resolved_with_abstract,abstract_read,openalex,Empowerment: A Universal Agent-Centric Measure of Control,Alexander S. Klyubin; Daniel Polani; Chrystopher L. Nehaniv,2005,,https://doi.org/10.1109/cec.2005.1554676,https://openalex.org/W1591713425,,agency_viability;uncertainty_inquiry,True,"Inspired by examples from the animal kingdom, social sciences and games we propose empowerment, a rather universal function, defined as the information-theoretic capacity of an agent's actuation channel. Using two simple experiments we also demonstrate how empowerment influences sensor-actuator evolution","Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling. Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Klyubin, A. S., Polani, D., & Nehaniv, C. L. (2005). Empowerment: a universal agent-centric measure of control. IEEE Congress on Evolutionary Computation."
S5ef816c320,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Empowerment: Universal Agent-Centric Measure of Control Foundations:,,,,,,,agency_viability,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0096,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;v;z,Empowerment: Universal Agent-Centric Measure of Control Foundations:
S2054dd20ac,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Epistemic neural networks,,2023,,,,,uncertainty_inquiry,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059;R0085,.;/;;;_;a;b;c;d;e;h;i;k;l;m;n;o;p;r;s;t;v;w;y;z,"Osband, I., Wen, Z., Asghari, S. M., Dwaracherla, V., Ibrahimi, M., Lu, X., & Van Roy, B. (2023). Epistemic neural networks. Advances in Neural Information Processing Systems, 36."
S69a0a4d9da,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Epistemic uncertainty calibration: Epistemic Neural Networks; Quantifying Epistemic Uncertainty in Deep Learning,,,,,,,uncertainty_inquiry,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0105,.;/;_;a;b;c;d;e;g;i;l;m;n;o;p;r;s;t;v;z,Epistemic uncertainty calibration: Epistemic Neural Networks; Quantifying Epistemic Uncertainty in Deep Learning.
Sf0264dcb32,resolved_with_abstract,abstract_read,openalex,Exploration by Random Network Distillation,Yuri Burda; Harrison Edwards; Amos Storkey; Oleg Klimov,2018,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1810.12894,https://openalex.org/W2899205164,,uncertainty_inquiry;world_models,True,We introduce an exploration bonus for deep reinforcement learning methods that is easy to implement and adds minimal overhead to the computation performed. We also introduce a method to flexibly combine intrinsic and extrinsic rewards.,"Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Burda, Y., Edwards, H., Storkey, A., & Klimov, O. (2019). Exploration by random network distillation. International Conference on Learning Representations."
Sc3b3b81625,resolved_with_abstract,abstract_read,openalex,GAIA: a benchmark for General AI Assistants,Grégoire Mialon; Clémentine Fourrier; Craig Swift; Thomas Wolf; Yann LeCun; Thomas Scialom,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.12983,https://openalex.org/W4388964563,,ood_generalization;world_models,True,"We introduce GAIA, a benchmark for General AI Assistants that, if solved, would represent a milestone in AI research. GAIA proposes real-world questions that require a set of fundamental abilities such as reasoning, multi-modality handling, web browsing, and generally tool-use proficiency.","Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0154;R0175,.;/;0;2;6;_;a;b;c;d;e;f;g;h;i;k;l;m;n;o;p;r;s;t;u;x;y,"Mialon, Gregoire and Fourrier, Clementine and Swift, Craig and Wolf, Thomas and LeCun, Yann and Scialom, Thomas (). GAIA: A Benchmark for General AI Assistants. International Conference on Learning Representations"
