candidate_id,status,evidence_level,title,year,topics,reason,source_rows,source_files,raw_reference
Saa124feb7b,unresolved_external_reference,topic_inferred_from_citation_fragment,Neural architecture search: A survey,2019,general_foundation,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v,"Elsken, T., Metzen, J. H., & Hutter, F. (2019). Neural architecture search: A survey. Journal of Machine Learning Research, 20(55), 1-21."
Sa9d33e6784,unresolved_external_reference,topic_inferred_from_citation_fragment,Neural Computation 9(1):1-42 (1997),1997,general_foundation,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0121,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Hochreiter, S. and Schmidhuber, J. Flat Minima. Neural Computation 9(1):1-42 (1997)."
S75823da248,unresolved_external_reference,topic_inferred_from_citation_fragment,Object centric architectures enable efficient causal representation learning,2024,causal_representation;world_models,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0015,.;/;_;a;c;d;e;m;n;o;p;r;s;t;x;y,"Mansouri, A., Hartford, J., Zhang, Y., & Bengio, Y. (2024). Object centric architectures enable efficient causal representation learning. ICLR 2024."
Sd1b62f134c,unresolved_external_reference,topic_inferred_from_citation_fragment,Omnigrok: Grokking Beyond Algorithmic Data,2023,general_foundation,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0125,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Liu, Z., Michaud, E. J., and Tegmark, M. Omnigrok: Grokking Beyond Algorithmic Data. ICLR (2023)."
Seb951b043f,unresolved_external_reference,topic_inferred_from_citation_fragment,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,2017,ood_generalization,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0123,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Keskar, N. S., Mudigere, D., Nocedal, J., Smelyanskiy, M., and Tang, P. T. P. On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima. ICLR (2017)."
Scd168834fb,unresolved_external_reference,topic_inferred_from_citation_fragment,On the Generalization of Equivariance and Convolution in Neural Networks to the Action of Compact Groups,2018,geometry_symmetry;ood_generalization,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0124,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Kondor, R. and Trivedi, S. On the Generalization of Equivariance and Convolution in Neural Networks to the Action of Compact Groups. ICML (2018)."
S2fa52d64e5,unresolved_external_reference,topic_inferred_from_citation_fragment,On the Identifiability of Causal Abstractions Sense of agency / self-other attribution:,,causal_representation;agency_viability,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0091,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;v;z,On the Identifiability of Causal Abstractions Sense of agency / self-other attribution:
S5129592121,unresolved_external_reference,topic_inferred_from_citation_fragment,Outrageously large neural networks: the sparsely-gated mixture-of-experts layer,2017,world_models,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Shazeer, N., Mirhoseini, A., Maziarz, K., Davis, A., Le, Q. V., Hinton, G., & Dean, J. (2017). Outrageously large neural networks: the sparsely-gated mixture-of-experts layer. International Conference on Learning Representations."
S2e5ed8d640,unresolved_external_reference,topic_inferred_from_citation_fragment,"Per the program's framing literature stack (cited tight, 12-16 per paper)",,uncertainty_inquiry,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0082,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;v;z,"Per the program's framing literature stack (cited tight, 12-16 per paper). Calibrated active learning (closest external framing):"
S6b1541e21d,unresolved_external_reference,topic_inferred_from_citation_fragment,"Phenomenology and the Cognitive Sciences, 4(4), 429-452",,meaning_mind,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Phenomenology and the Cognitive Sciences, 4(4), 429-452."
S512ba02392,unresolved_external_reference,topic_inferred_from_citation_fragment,Sense of agency under environmental drift: literature on agency maintenance through changing sensorimotor contingencies,,agency_viability,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0076,.;/;_;a;b;d;e;g;i;l;m;n;o;p;r;s;t;u;v,Sense of agency under environmental drift: literature on agency maintenance through changing sensorimotor contingencies
S312f10b4da,unresolved_external_reference,topic_inferred_from_citation_fragment,Sense of agency: Comparator model literature; Predictive Processing Model for Self-Other Distinction,,agency_viability,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0108,.;/;_;a;b;c;d;e;g;i;l;m;n;o;p;r;s;t;v;z,Sense of agency: Comparator model literature; Predictive Processing Model for Self-Other Distinction.
Sd1e7d7da2d,unresolved_external_reference,topic_inferred_from_citation_fragment,Sharp Minima Can Generalize for Deep Nets,2017,general_foundation,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0119,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Dinh, L., Pascanu, R., Bengio, S., and Bengio, Y. Sharp Minima Can Generalize for Deep Nets. ICML (2017)."
S8160897679,unresolved_external_reference,topic_inferred_from_citation_fragment,"Synthese, 201(75).",,general_foundation,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Synthese, 201(75)."
S6c700ea551,unresolved_external_reference,topic_inferred_from_citation_fragment,"The contrast loss leverages paired observations under high-hazard vs low-hazard history to directly supervise the mediated component, with anti-cheat controls (shuffled pairs, wrong-history contrast) ensuring the result is not generic regularization",,causal_representation;agency_viability,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0058,.;/;_;a;c;d;e;g;i;l;m;n;o;p;r;s;t;v,"Online clustering / vector quantization (for learned buckets): how to discover discrete abstractions over continuous state. Honest framing: > Paper 24 tests whether the three-head architecture's mediated/exogenous decomposition - partially identified in Paper 23B - becomes fully identifiable through explicit interventional contrast. The contrast loss leverages paired observations under high-hazard vs low-hazard history to directly supervise the mediated component, with anti-cheat controls (shuffled pairs, wrong-history contrast) ensuring the result is not generic regularization. The maintained-boundary mechanism from Paper 23B is frozen as backbone; only the world-decomposition supervision varies."
Sd473132d35,unresolved_external_reference,topic_inferred_from_citation_fragment,The Metric Stack of Concern: From Viability Prediction to Maintained Self/World Boundaries in Minimal Agents,2026,agency_viability,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0015;R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v;x;y,"Brown, J. (2026). The Metric Stack of Concern: From Viability Prediction to Maintained Self/World Boundaries in Minimal Agents."
S387c8c514c,unresolved_external_reference,topic_inferred_from_citation_fragment,The Minimum Description Length Principle,2007,description_length,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0135,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Grunwald, P. D. The Minimum Description Length Principle. MIT Press (2007)."
S9040a88e8a,unresolved_external_reference,topic_inferred_from_citation_fragment,Underspecification Presents Challenges for Credibility in Modern Machine Learning,2022,ood_generalization,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0118;R0160,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u;v;w,"D'Amour, A. et al. Underspecification Presents Challenges for Credibility in Modern Machine Learning. JMLR 23(226):1-61 (2022)."
S24a406bc4c,unresolved_external_reference,topic_inferred_from_citation_fragment,Universal Artificial Intelligence: Sequential Decisions Based on Algorithmic Probability,2005,description_length,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0122,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Hutter, M. Universal Artificial Intelligence: Sequential Decisions Based on Algorithmic Probability. Springer (2005)."
Sf7d52174e7,unresolved_external_reference,topic_inferred_from_citation_fragment,Variational information maximisation for intrinsically motivated reinforcement learning,2015,uncertainty_inquiry,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Mohamed, S., & Rezende, D. J. (2015). Variational information maximisation for intrinsically motivated reinforcement learning. Advances in Neural Information Processing Systems, 28."
S9fe48dd9d0,unresolved_external_reference,topic_inferred_from_citation_fragment,weakly-supervised causal representation learning: interventional pairs unlock identifiability,,causal_representation;world_models,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0056,.;/;_;a;c;d;e;g;i;l;m;n;o;p;r;s;t;v,Brehmer et al. weakly-supervised causal representation learning: interventional pairs unlock identifiability.
S6fe77e4d77,unresolved_external_reference,topic_inferred_from_citation_fragment,"When Active Learning Fails, Uncalibrated Out-of-Distribution Uncertainty Epistemic uncertainty calibration:",,uncertainty_inquiry;ood_generalization,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0084,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;v;z,"When Active Learning Fails, Uncalibrated Out-of-Distribution Uncertainty Epistemic uncertainty calibration:"
S23adffd29b,unresolved_external_reference,topic_inferred_from_citation_fragment,WILDS: A Benchmark of in-the-Wild Distribution Shifts,,general_foundation,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0165,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u,"Koh, Pang Wei and Sagawa, Shiori and Marklund, Henrik and Xie, Sang Michael and Zhang, Marvin and Balsubramani, Akshay and Hu, Weihua and Yasunaga, Michihiro and Phillips, Richard Lanas and Beery, Sara and others (). WILDS: A Benchmark of in-the-Wild Distribution Shifts. International Conference on Machine Learning"
